 TITLE     = "Simulation Stehaufkreisel"
 VARIABLES = "t"
 "my"
 "lambda"
 "ny"
 "xi"
 "omikron"
 "theta"
 "phi"
 "psi"
 "xc"
 "yc"
 ZONE T="ZONE 001"
 STRANDID=0, SOLUTIONTIME=0
 I=2645, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE )
  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.25000000000000000000E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.10000000149011611938E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.99999997473787516356E-04 -0.19565770436795306211E-02 -0.24499336239310775436E-03  0.25000024376941840387E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99999903656160071819E-01 -0.81666109263219736613E-08  0.25000007494258815605E-01  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.18699999575281980174E-03 -0.36578454711376387314E-02 -0.85660877671049195231E-03  0.25000085232932997314E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99999659419136757710E-01 -0.53399068464747611300E-07  0.46750052070501584012E-01  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.27399999403185208713E-03 -0.53573799029104744729E-02 -0.18387050210135814400E-02  0.25000182951928914576E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99999267241347333801E-01 -0.16796064402471733130E-06  0.68500165629510792464E-01  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.36099999231088437252E-03 -0.70543746477264432024E-02 -0.31908295541646100948E-02  0.25000317488910252450E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99998727308704141170E-01 -0.38406472082090990366E-06  0.90250380223747303510E-01  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.44799999058991665790E-03 -0.87480251846485095751E-02 -0.49123592939042124220E-02  0.25000488781892008205E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99998039877166433609E-01 -0.73387789086503125929E-06  0.11200072785912351669E+00  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.53499998886894894329E-03 -0.10437528533913231071E-01 -0.70025008703345527350E-02  0.25000696751948709107E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99997205272622416428E-01 -0.12495051284118246979E-05  0.13375124048025369139E+00  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.62199998714798122867E-03 -0.12122083627142288265E-01 -0.94602909487899299740E-02  0.25000941303246509051E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99996223890739088791E-01 -0.19629749884768007712E-05  0.15550194995572921841E+00  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.70899998542701351406E-03 -0.13800891676775478567E-01 -0.12284596622043330097E-01  0.25001222323082166099E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99995096196779847952E-01 -0.29062248364602371581E-05  0.17725288806342476278E+00  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.79599998370604579945E-03 -0.15473156544574262483E-01 -0.15474115871785964690E-01  0.25001539681928900904E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99993822725390021922E-01 -0.41110861149070212372E-05  0.19900408647584139077E+00  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.88299998198507808483E-03 -0.17138085109045124443E-01 -0.19027378099305301135E-01  0.25001893233489155932E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99992404080350413831E-01 -0.56092696534259294054E-05  0.22075557674549248222E+00  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.96999998026411037022E-03 -0.18794887631632169883E-01 -0.22942744725275274892E-01  0.25002282814754201468E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99990840934298871878E-01 -0.74323510277849417241E-05  0.24250739029033860361E+00  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.10569999785431426556E-02 -0.20442778121528584062E-01 -0.27218409858560329434E-01  0.25002708246070611153E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99989134028420120770E-01 -0.96117559741911615622E-05  0.26425955837927722625E+00  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.11439999768221749410E-02 -0.22080974698956833124E-01 -0.31852401033922679574E-01  0.25003169331213581472E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99987284172103868540E-01 -0.12178745864754826953E-04  0.28601211211769328457E+00  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.12309999751012072264E-02 -0.23708699956767723821E-01 -0.36842580018509540896E-01  0.25003665857467098022E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99985292242571438548E-01 -0.15164403250126718415E-04  0.30776508243307632018E+00  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.13179999733802395118E-02 -0.25325181320208729752E-01 -0.42186643686984132140E-01  0.25004197595710911628E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99983159184470940528E-01 -0.18599617475286988894E-04  0.32951850006071065069E+00  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.14049999716592717972E-02 -0.26929651404712331986E-01 -0.47882124965151026674E-01  0.25004764300514338515E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99980886009441327644E-01 -0.22515070374451041772E-04  0.35127239552944378165E+00  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.14919999699383040825E-02 -0.28521348371555430706E-01 -0.53926393841912674543E-01  0.25005365710236839050E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99978473795645311784E-01 -0.26941222051044427007E-04  0.37302679914753977819E+00  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.15789999682173363679E-02 -0.30099516281241293914E-01 -0.60316658449379882689E-01  0.25006001547135375063E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99975923687271525675E-01 -0.31908296748684015934E-04  0.39478174098862278685E+00  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.16659999664963686533E-02 -0.31663405444455901272E-01 -0.67049966210944444978E-01  0.25006671517478534383E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99973236894005987341E-01 -0.37446268819086552112E-04  0.41653725087771703572E+00  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.17529999647754009387E-02 -0.33212272770450995685E-01 -0.74123205057107274807E-01  0.25007375311667377105E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99970414690473158315E-01 -0.43584848792808467350E-04  0.43829335837738914172E+00  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.18399999630544332241E-02 -0.34745382112706599265E-01 -0.81533104708839634900E-01  0.25008112604363003584E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99967458415646803793E-01 -0.50353469558702085122E-04  0.46005009277399822043E+00  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.19269999613334655095E-02 -0.36262004611726295078E-01 -0.89276238028239474076E-01  0.25008883054620810071E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99964369472230946156E-01 -0.57781272657953372453E-04  0.48180748306406007142E+00  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.20139999596124977949E-02 -0.37761419034819117269E-01 -0.97349022436227880539E-01  0.25009686306031414915E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99961149326011064509E-01 -0.65897094698544954436E-04  0.50356555794073110111E+00  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.21009999578915300802E-02 -0.39242912112722426465E-01 -0.10574772139701407725E+00  0.25010521986868218391E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99957799505175887189E-01 -0.74729453895965147607E-04  0.52532434578041753426E+00  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.21879999561705623656E-02 -0.40705778872920851674E-01 -0.11446844596903936464E+00  0.25011389710241576267E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99954321599610068683E-01 -0.84306536745959529669E-04  0.54708387462951624247E+00  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.22749999544495946510E-02 -0.42149322969516921089E-01 -0.12350715642209242340E+00  0.25012289074259550148E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99950717260158000732E-01 -0.94656184835095250854E-04  0.56884417219129213006E+00  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.23619999527286269364E-02 -0.43572857009509850801E-01 -0.13285966392026940519E+00  0.25013219662195206183E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99946988197859049086E-01 -0.10580588179488118036E-03  0.59060526581289862769E+00  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.24489999510076592218E-02 -0.44975702875339543252E-01 -0.14252163227043290750E+00  0.25014181042660433718E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99943136183154632213E-01 -0.11778274040515728774E-03  0.61236718247254628977E+00  0.00000000000000000000E+00  0.00000000000000000000E+00
  0.25359999492866915072E-02 -0.46357192043553728522E-01 -0.15248857973580387526E+00  0.25015172769786232720E+03  0.00000000000000000000E+00  0.00000000000000000000E+00  0.99939163045067336277E-01 -0.13061348985243600323E-03  0.63412994876682537981E+00  0.00000000000000000000E+00  0.00000000000000000000E+00
